Symbol: VDE,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
2007-07-16,107.63,107.63,105.34,106.22,63200
2007-07-17,106.89,107.19,105.21,105.34,26500
2007-07-18,105.08,107.41,105.08,107.22,46200
2007-07-19,108.02,108.38,107.69,108.12,35700
2007-07-20,108.65,108.75,107,107.73,36500
2007-07-23,108.29,108.39,107.03,107.88,24900
2007-07-24,106.39,106.54,104.27,104.75,66000
2007-07-25,105.53,106.4,103.15,106.01,52500
2007-07-26,104.6,104.65,100.58,102.36,118400
2007-07-27,102.2,102.91,99.7,99.7,120800
2007-07-30,100.97,101.96,99.18,101.64,58800
2007-07-31,102.75,103.31,100.47,100.47,83400
2007-08-01,101.06,101.95,97.87,100.59,92700
2007-08-02,100.9,101.18,98.35,99.79,168700
2007-08-03,99.7,100.4,96.15,96.28,60700
2007-08-06,95.41,96.72,93.45,96.62,165300
2007-08-07,95.87,99.29,95.47,98.8,45100
2007-08-08,99.26,101.9,99.26,100.96,129700
2007-08-09,98.62,100.78,97.72,98,140400
2007-08-10,96.15,99.58,96.1,99.2,49800
2007-08-13,100.3,100.3,98.45,98.45,88900
2007-08-14,99.14,99.18,97.46,97.46,19000
2007-08-15,97.11,98.55,95.4,95.4,36900
2007-08-16,94.09,94.75,91.17,94.59,153300
2007-08-17,97.35,98.32,95.73,97.5,83400
2007-08-20,97.02,98.11,95.92,97.95,27100
2007-08-21,97.1,98.07,95.96,96.41,36200
2007-08-22,97.74,97.84,96.89,97.5,48900
2007-08-23,98.99,98.99,97.46,98.36,24500
2007-08-24,99.87,100.45,98.84,100.36,23200
2007-08-27,99.94,100.03,98.88,99.36,24900
2007-08-28,99.06,99.12,96.95,97.08,21600
2007-08-29,97.97,100.35,97.58,99.9,32100
2007-08-30,99.5,100.52,99.4,99.72,50000
2007-08-31,101.51,101.82,100.78,101.08,55300
2007-09-04,101.08,103.94,101.03,103.29,76100
2007-09-05,103.09,103.21,102.36,103.04,38300
2007-09-06,104.23,104.26,103.1,103.88,36900
2007-09-07,102.2,102.94,101.65,102.37,48900
2007-09-10,102.13,102.28,99.84,101.78,34600
2007-09-11,102.1,103.65,101.32,103.31,32300
2007-09-12,103.72,104.9,103.57,104.37,70500
2007-09-13,104.99,105.55,104.9,105.09,43900
2007-09-14,104.66,105.78,104.65,105.4,26100
2007-09-17,105.53,106,104.81,105.14,25500
2007-09-18,105.21,108.47,104.77,108.17,52200
2007-09-19,109.45,109.99,108.69,108.98,44800
2007-09-20,108.96,109.6,108.59,109.33,30000
2007-09-21,110.28,110.59,110,110,30600
2007-09-24,109.86,109.86,108.75,109.25,41000
2007-09-25,107.81,108.12,107.09,108.08,115600
2007-09-26,109.11,109.13,106.97,108.05,33300
2007-09-27,109.02,109.52,108.7,109.34,28900
2007-09-28,109.82,110.23,108.38,108.66,23000
2007-10-01,109,110.32,108.68,110.18,57600
2007-10-02,109.51,109.51,108.13,109.3,29100
2007-10-03,108.51,108.87,107.76,108.4,44000
2007-10-04,108.04,109.21,107,108.97,34600
2007-10-05,108.94,109.61,108.5,109.36,14000
2007-10-08,108.55,108.88,108.05,108.35,24600
2007-10-09,108.86,110.35,108.74,110.14,20300
2007-10-10,109.47,112.04,109.2,111.7,30600
2007-10-11,112.9,113.71,110.38,111.71,41200
2007-10-12,111.8,112.56,111.6,112.18,26300
2007-10-15,114.1,114.1,112.81,113.14,40800
2007-10-16,113.11,113.81,113,113.48,36500
2007-10-17,114.09,114.09,111.72,112.9,41700
2007-10-18,112.52,113.51,112.5,113.51,22700
2007-10-19,111.94,111.94,108.3,108.3,68200
2007-10-22,106.89,107.4,105.74,107.15,60500
2007-10-23,107.87,108.7,106.7,108.5,34500
2007-10-24,108.18,109.61,107.49,109.3,46400
2007-10-25,109.8,110.6,109,110.25,35000
2007-10-26,111.88,112.16,111.02,111.77,24100
2007-10-29,112.21,112.76,112,112.21,39400
2007-10-30,111.35,111.35,108.91,109.02,50500
2007-10-31,109.89,111.8,109.21,111.03,57900
2007-11-01,109.14,111.4,108.62,108.89,50600
2007-11-02,110,110.32,108.19,110.07,40900
2007-11-05,108.86,110.04,108.57,109.59,23200
2007-11-06,109.45,112.51,109.45,112.51,33300
2007-11-07,112.55,112.55,109.19,109.28,32800
2007-11-08,109.71,111.7,108.57,110.46,44100
2007-11-09,109.63,109.87,108.21,108.21,34300
2007-11-12,109.21,109.21,103.87,103.97,74800
2007-11-13,103.6,106.25,102.92,106.19,53800
2007-11-14,108.2,108.2,105.76,105.87,38500
2007-11-15,105.76,105.85,102.8,103.52,32000
2007-11-16,104.85,105.61,104,105.36,40500
2007-11-19,106.05,106.05,103.5,103.82,22000
2007-11-20,103,107.33,103,106.47,51200
2007-11-21,106.01,106.9,104.7,104.7,32400
2007-11-23,105.1,106.88,104.99,106.54,18700
2007-11-26,108.1,108.1,104.27,104.27,42300
2007-11-27,102.83,103.47,101.23,103.33,45200
2007-11-28,104.1,105.47,103.56,104.95,21700
2007-11-29,105.84,106.86,105.61,106.13,29100
2007-11-30,106.12,106.93,105.76,106.38,34800
2007-12-03,107.89,107.89,105.88,106.9,44600
2007-12-04,105.2,106.52,105.2,105.56,9000
2007-12-05,107.74,108.59,107.22,108.04,25700
2007-12-06,107.9,110.95,107.9,110.73,31600
2007-12-07,112,112,109.83,110.59,22300
2007-12-10,110.59,111.71,110.59,111.25,20000
2007-12-11,112,112.33,108.89,109.03,22500
2007-12-12,112.3,112.5,110.63,111.79,38000
2007-12-13,109.78,112.3,109.78,112.3,14700
2007-12-14,109.98,110.96,109.52,109.72,24400
2007-12-17,110.72,110.72,106.81,107.22,126200
2007-12-18,109.32,109.32,106.98,108.65,23900
2007-12-19,109.18,110.17,108.8,109.42,32000
2007-12-20,110.08,110.41,109.16,110.38,17600
2007-12-21,111.6,113.34,111.6,113,18200
2007-12-24,112.06,114.1,112.06,113.92,20600
2007-12-26,114.67,115.45,113.86,115.22,26500
2007-12-27,115.2,115.22,113.99,114.07,27400
2007-12-28,113.36,115.32,113.36,114.92,21700
2007-12-31,116.01,116.01,113.5,113.5,27500
2008-01-02,114.9,115.12,113.72,114.53,95700
2008-01-03,115.73,116,114.98,115.26,29900
2008-01-04,116.49,116.49,112.07,112.24,51500
2008-01-07,113.69,113.69,109.75,110.89,95900
2008-01-08,110.35,112.61,109.15,109.29,60600
2008-01-09,109.03,111.1,108.86,111.1,43100
2008-01-10,112.15,112.15,108.67,110.36,28700
2008-01-11,110.21,110.61,108.59,108.86,29100
2008-01-14,109.88,111,108.92,110.74,43900
2008-01-15,109.05,109.22,106.78,106.9,63800
2008-01-16,106.01,106.38,102.4,103.24,55600
2008-01-17,103.11,105,99.01,99.3,128400
2008-01-18,99.4,100.51,96.62,99.4,71400
2008-01-22,92.12,97.85,88.43,97.11,90800
2008-01-23,94.7,97.1,90.77,96.9,90900
2008-01-24,98.21,100.84,98,100.3,74400
2008-01-25,102.91,102.91,98.66,99.78,42900
2008-01-28,98.92,101.1,97.82,101.1,33900
2008-01-29,102.7,102.7,100.87,101.63,36900
2008-01-30,102.45,103.35,100.5,100.71,51500
2008-01-31,100.99,101.46,98.5,100.92,34100
2008-02-01,102.46,102.5,101.25,102.4,49500
2008-02-04,102.99,103.43,101.58,102.8,51800
2008-02-05,102.55,102.55,99,99.4,39500
2008-02-06,99.75,99.81,97.15,97.16,34500
2008-02-07,97.11,99.33,96.51,98.56,22200
2008-02-08,97.91,100.58,97.91,100.2,40000
2008-02-11,100.5,102.89,99.85,102.85,38000
2008-02-12,104.49,104.69,101.93,102.34,28600
2008-02-13,104.05,105.58,103.37,105.2,37000
2008-02-14,105.98,106.62,105.14,105.3,52200
2008-02-15,105.3,105.3,103.33,104.78,65100
2008-02-19,106.72,108.33,106.72,107.56,75000
2008-02-20,106.97,109.65,106.89,109.33,44000
2008-02-21,109.17,109.53,106.74,107.01,55900
2008-02-22,107.23,107.91,105.73,107.88,49600
2008-02-25,107.9,111.05,107.9,110.66,62000
2008-02-26,110.14,112.62,109.81,112.29,49900
2008-02-27,111.67,112.32,111.04,111.29,29800
2008-02-28,111.4,113.3,111.4,113.06,31300
2008-02-29,112.92,112.92,108.88,109.67,44800
2008-03-03,109.66,111.64,108.7,110.35,62400
2008-03-04,110.04,110.48,106.72,109.11,32200
2008-03-05,108.6,110.76,108.6,110.49,27100
2008-03-06,110.88,110.88,108.18,108.18,24200
2008-03-07,108.32,108.32,105,106.04,130300
2008-03-10,106.04,106.56,104.41,104.51,25200
2008-03-11,105.84,109.19,105.84,109.12,27100
2008-03-12,108.45,109.38,107.4,107.44,22600
2008-03-13,107.69,109.37,105.71,108.35,22800
2008-03-14,109,109.99,105.91,107.5,80700
2008-03-17,106.9,106.9,102.35,103.97,119200
2008-03-18,103.84,107.81,103.75,107.78,58200
2008-03-19,105.42,109.48,102,102,62700
2008-03-20,101,102.64,99.32,101.89,157200
2008-03-24,102.34,105.04,102.34,103.76,101000
2008-03-25,104.16,105.38,103.48,104.83,88800
2008-03-26,105.03,107.79,104.88,107.16,103100
2008-03-27,107.8,108.47,106.36,106.62,63000
2008-03-28,106.86,107.84,105.87,106.32,58700
2008-03-31,106.32,107.85,105.74,106.94,30800
2008-04-01,107.28,108.65,104.8,108.65,129800
2008-04-02,108.64,111.02,107.98,110.15,35000
2008-04-03,109.94,111.69,109.81,110.66,47400
2008-04-04,110.99,112.93,110.99,111.86,41400
2008-04-07,113.03,114.15,111.83,112.11,118200
2008-04-08,111.5,113.65,111.5,113.36,56100
2008-04-09,113.13,114.75,113.13,113.63,42300
2008-04-10,113.04,114.21,112.63,113.74,50100
2008-04-11,113.37,113.86,112.18,112.3,25700
2008-04-14,112.52,114.68,112.52,114.24,32000
2008-04-15,114.91,115.53,114.02,115.22,61600
2008-04-16,116,118.68,115.73,118.68,55300
2008-04-17,117.91,119.3,117.68,118.28,42400
2008-04-18,119.99,121.21,118.36,120.83,80200
2008-04-21,121.33,122.47,120.69,122.29,43200
2008-04-22,122.05,123.15,121.69,122.16,32800
2008-04-23,122.61,122.61,120.37,121.21,39900
2008-04-24,120.25,120.37,117.49,118.57,64300
2008-04-25,119.83,120.26,118.67,120.2,38000
2008-04-28,120.7,121.15,119.74,119.98,34900
2008-04-29,119.38,119.57,117.69,117.69,57200
2008-04-30,118,119.71,117.67,118.8,278200
2008-05-01,117.77,117.77,113.83,116.17,78200
2008-05-02,116.8,118.62,116.8,117.9,42800
2008-05-05,117.73,120.2,117.73,119.49,48400
2008-05-06,119.7,122.79,119.7,122.41,43100
2008-05-07,123.04,123.04,120.78,120.89,45600
2008-05-08,120.99,123.35,120.89,123.19,32300
2008-05-09,123.16,123.49,121.42,122.9,88300
2008-05-12,123.55,123.55,120.98,122.4,39000
2008-05-13,121.91,124.25,121.35,123.94,49600
2008-05-14,123.86,124.97,122.97,122.97,62800
2008-05-15,123.96,125,122.47,124.49,389800
2008-05-16,125.85,128.27,125.85,128.27,122500
2008-05-19,128.73,130.61,128.21,129.37,76500
2008-05-20,129.61,131.02,129.41,130.52,67300
2008-05-21,131.03,132.74,129,129.39,117500
2008-05-22,129.46,130.04,127.13,127.72,181500
2008-05-23,127.88,128.54,124.52,125.26,82900
2008-05-27,125.2,125.2,123.59,124.78,71300
2008-05-28,123.79,126.53,123.18,126.43,65000
2008-05-29,126.37,126.37,123.7,124.1,125900
2008-05-30,123.75,125.61,123.75,124.97,70300
2008-06-02,124.5,126.99,124.37,125.58,335500
2008-06-03,126.18,127.01,123.62,123.8,160500
2008-06-04,122.88,124.49,121.9,122.2,135800
2008-06-05,122.5,127.67,122.3,127.67,47600
2008-06-06,129.65,130.76,126.14,126.14,107200
2008-06-09,127.1,129.8,126.89,129.03,62800
2008-06-10,129.03,129.21,124.66,126.33,88700
2008-06-11,127.5,128.2,126.1,127.45,70200
2008-06-12,125.88,126.15,124.72,125.15,47800
2008-06-13,124.35,126.79,124.3,126.46,34400
2008-06-16,126.98,128.02,124.79,127.07,62400
2008-06-17,128.81,129.65,127.19,129.54,34500
2008-06-18,129.99,130,127.97,129.6,53400
2008-06-19,130.18,131.03,126.95,127.14,40300
2008-06-20,128.04,128.33,125.58,126.2,56300
2008-06-23,125.71,130.88,125.71,130.04,78800
2008-06-24,129.47,129.98,128.39,128.53,46500
2008-06-25,128.55,128.71,125,127.71,136700
2008-06-26,127.33,128.87,125.14,126.71,61400
2008-06-27,127.21,128.59,126.93,127.76,74000
2008-06-30,129.11,130.44,128.9,129.27,163200
2008-07-01,129.69,130.62,128.22,130.38,146500
2008-07-02,131,132.29,126,126.57,63000
2008-07-03,126.51,127.1,122.56,124.93,69600
2008-07-07,124,125.57,120.58,122.17,120600
2008-07-08,120.54,120.54,116.91,120.03,142500
2008-07-09,120.61,122.41,116.71,117.01,232700
2008-07-10,118,121.21,116.5,121.21,166400
2008-07-11,121.95,122.32,118.8,120.7,105200
2008-07-14,120.71,122.78,120.15,121.59,120500
2008-07-15,122.59,122.59,116.74,116.75,181600
2008-07-16,116.4,116.54,112.45,114.24,177400
2008-07-17,114.81,116.08,109.62,112.32,158700
2008-07-18,112.11,114.57,111.84,113.2,126000
2008-07-21,113.04,117.06,113.04,117.06,101600
2008-07-22,116.4,116.65,113.02,113.74,198100
2008-07-23,113.65,113.82,108.8,109.22,153500
2008-07-24,110.19,110.69,106.51,108.64,83000
2008-07-25,108.77,111.24,108.4,110.01,910900
2008-07-28,110.01,111.65,109.44,109.48,183400
2008-07-29,110.01,110.01,107.1,108.28,161000
2008-07-30,108.62,114.4,107.8,114.36,275600
2008-07-31,113.32,113.45,110.47,110.6,126000
2008-08-01,109.25,112.73,108,110.29,139000
2008-08-04,109.39,109.39,103.8,104.45,220100
2008-08-05,103.66,105.72,102.67,105.12,488300
2008-08-06,105.7,107.53,103.76,107.49,195000
2008-08-07,108.37,108.49,105.91,106.02,162400
2008-08-08,104.25,105.55,102.9,104.9,168200
2008-08-11,105.8,105.84,102.54,104.6,293600
2008-08-12,105.16,105.71,104.04,104.09,283300
2008-08-13,104.49,108.27,104.41,107.78,186000
2008-08-14,107.56,107.79,105.14,106,202500
2008-08-15,105.39,105.39,103.39,104.57,231400
2008-08-18,105,106.03,102.95,103.75,188800
2008-08-19,103.34,106.58,103.11,106.5,201500
2008-08-20,107.74,109.82,106.47,109.82,283200
2008-08-21,110.96,112.74,110.2,112.09,201800
2008-08-22,111.64,111.64,108.84,110.67,167400
2008-08-25,109.2,110.79,107.96,108.54,120200
2008-08-26,109.23,111.12,109.06,110.75,98900
2008-08-27,112.99,112.99,111.16,112.42,123800
2008-08-28,112.99,112.99,109.23,111.2,124300
2008-08-29,111.61,111.69,109.55,109.85,79600
2008-09-02,107.08,107.08,104,104.08,225800
2008-09-03,103.75,105.22,102,103.5,131300
2008-09-04,100.77,104.27,99.75,101.03,184500
2008-09-05,101.25,101.42,98.08,100.73,279900
2008-09-08,102.24,102.94,98.76,99.76,482700
2008-09-09,97.77,99.09,92.81,92.81,229300
2008-09-10,94.2,97.27,93.6,96.43,275400
2008-09-11,96.18,97.93,93.89,97.83,286700
2008-09-12,97.96,101.04,97.96,100.96,281700
2008-09-15,97.31,98.52,93.57,94.65,337500
2008-09-16,91.43,97.75,89.58,97.75,319500
2008-09-17,96.73,98.76,93.32,94.29,363800
2008-09-18,95.61,98.21,93,97.98,376700
2008-09-19,105.34,105.34,100.47,104.22,91700
2008-09-22,104.16,106.51,102.98,102.98,248400
2008-09-23,103,104.41,99.66,100.27,155100
2008-09-24,102,102,99.59,99.61,139000
2008-09-25,99.11,102.69,98.2,101.74,71400
2008-09-26,99.26,100.95,97.24,100,105500
2008-09-29,97.75,97.75,87.54,89.97,154200
2008-09-30,90,94.45,90,93.23,169500
2008-10-01,93.85,93.85,88.63,91.91,204600
2008-10-02,90.5,91.17,85.26,85.3,371400
2008-10-03,85.77,90.9,84.98,85.13,407100
2008-10-06,82.23,82.61,75.25,81.29,345300
2008-10-07,82.57,84.13,76.02,76.19,212300
2008-10-08,71.8,79.87,71.8,76.67,160600
2008-10-09,76.4,79.34,68.64,69.04,242100
2008-10-10,61.81,67.29,57.78,63.87,393200
2008-10-13,66.98,75.08,66,74.79,175700
2008-10-14,79.75,80.36,71.78,75.12,265300
2008-10-15,73.1,73.1,62.83,62.92,179500
2008-10-16,63.91,67.75,59.74,67.75,322700
2008-10-17,66.46,73,64.55,67.67,246800
2008-10-20,70.02,75.48,69.89,75.48,243500
2008-10-21,74.18,75.37,70.96,72.31,164000
2008-10-22,70,70,62.91,64.35,197200
2008-10-23,65.68,68.92,62.31,68.07,533600
2008-10-24,63.66,66.62,61.2,65.23,308000
2008-10-27,63.5,66.41,60.7,60.75,124000
2008-10-28,63.75,67.94,60.26,67.84,188900
2008-10-29,68.92,73.62,68,69.61,176100
2008-10-30,72.39,74.2,69.65,73.93,282300
2008-10-31,73,77.08,71.77,74.54,189300
2008-11-03,74.3,75.04,71.9,72.9,106600
2008-11-04,74.57,77.97,74.2,77.84,92800
2008-11-05,76.3,77.88,73.79,74.06,82200
2008-11-06,72.8,73.8,68.77,69.7,140200
2008-11-07,69.99,72.59,69.81,72.59,137300
2008-11-10,74.8,75.39,71.33,72.92,180000
2008-11-11,71.01,71.98,69.03,70.2,147900
2008-11-12,68.34,69.01,64.64,64.76,148700
2008-11-13,65.72,72.23,62.27,72.22,256700
2008-11-14,70,72.78,67.87,68.54,132200
2008-11-17,68,70.3,67.5,67.5,51100
2008-11-18,67.41,69.8,66.11,69.55,128300
2008-11-19,69.3,70.24,65.14,65.22,69800
2008-11-20,63.83,64.02,56.96,57.01,239800
2008-11-21,57.2,63.96,57.2,63.66,560300
2008-11-24,65,69.8,64,67.97,268800
2008-11-25,69.21,69.55,66.78,68.93,217300
2008-11-26,68.11,73.67,67.5,73.55,278100
2008-11-28,71.91,73.19,70.52,72.44,226400
2008-12-01,68.1,70.85,64.37,64.4,269000
2008-12-02,66.01,66.93,64.2,66.79,251300
2008-12-03,65.02,66.97,63.93,66.93,222100
2008-12-04,65.66,66.4,60.62,61.79,186500
2008-12-05,60.57,63,57.84,63,180100
2008-12-08,65.8,67.52,65.15,66.58,309500
2008-12-09,66.67,68.82,65.65,66.67,222800
2008-12-10,68.14,70.99,68.14,70.57,303300
2008-12-11,70.99,73.06,68.99,69.96,278200
2008-12-12,66.72,69.92,66.59,69.15,134900
2008-12-15,70.3,71.38,67.51,68.9,183800
2008-12-16,69.91,71.4,69.06,71.28,263300
2008-12-17,70.95,72.37,70.23,70.47,188000
2008-12-18,70.73,70.79,65.72,66.28,326100
2008-12-19,66.91,68.54,66.18,66.53,164200
