Symbol: XOP,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
2010-07-26,163.2,166.12,163.08,166.12,1163725
2010-07-27,167.36,167.6,161.92,163.24,1546500
2010-07-28,163,164.04,161.28,161.48,1217375
2010-07-29,162.76,165.04,160.64,162.96,1622275
2010-07-30,161.36,163.2,159.44,162.32,1169375
2010-08-02,165.24,167.6,165.04,167.08,834800
2010-08-03,166.56,169.12,165.44,167.64,1416300
2010-08-04,168.12,171.12,168.12,171,1440675
2010-08-05,169.08,171.88,168.68,171.4,1122250
2010-08-06,168.76,170.64,167.12,169.2,971200
2010-08-09,170.56,171.44,169.4,170.92,475125
2010-08-10,168.32,170.2,167.48,169.2,748400
2010-08-11,166.32,166.32,162.08,162.72,979050
2010-08-12,159.68,162.76,159.48,160.8,989800
2010-08-13,161.36,162.56,160.48,160.92,583625
2010-08-16,160.16,160.64,158.84,159.88,770050
2010-08-17,161.92,163.48,160.84,162.56,708600
2010-08-18,162.48,162.52,160.08,161.24,667575
2010-08-19,160.96,160.96,158.2,158.88,648500
2010-08-20,157.96,158.12,155.16,156.44,610950
2010-08-23,158.16,158.6,156.56,156.8,569200
2010-08-24,154.52,155.24,152.32,153.32,771500
2010-08-25,152.64,153.32,149.76,152.12,819000
2010-08-26,153.68,154.84,151.48,152.2,914450
2010-08-27,153.12,156.6,150.76,156.48,781575
2010-08-30,155.48,157.56,154.88,155.28,878225
2010-08-31,154.64,156.28,152.96,154.08,1160675
2010-09-01,157.24,159.64,156.56,159.28,1247850
2010-09-02,159.76,161.16,158.08,161,942250
2010-09-03,163.4,164.2,161.88,163.8,578775
2010-09-07,162.28,162.48,160.32,160.76,622425
2010-09-08,161.08,162.92,161.08,162.4,479975
2010-09-09,165.44,165.44,161.56,162.2,439849
2010-09-10,162.8,164.8,162.44,164,534925
2010-09-13,166.2,166.4,164,166,582550
2010-09-14,165.04,167.48,164.72,165.6,908900
2010-09-15,164.4,164.64,163.24,164.16,1099725
2010-09-16,164.08,164.68,162.52,163.28,1018024
2010-09-17,163.88,164.2,161.52,162.08,960074
2010-09-20,163.12,165.28,161.68,164.76,1097550
2010-09-21,165.24,165.28,162.56,164.04,1093425
2010-09-22,164,165.8,161.72,162.32,1269625
2010-09-23,160.92,162.6,160.16,161,1049825
2010-09-24,162.04,165.24,161.92,164.6,1179375
2010-09-27,165.32,165.4,163.92,164.16,900375
2010-09-28,164.52,165.68,162.16,165.2,742175
2010-09-29,165.32,169.4,164.96,169,989375
2010-09-30,170.96,170.96,166.72,169.04,1026549
2010-10-01,169.88,171.72,169.24,170.88,702525
2010-10-04,170.56,171.24,167.76,168.68,692475
2010-10-05,170.84,173.68,170.44,172.92,843450
2010-10-06,172.64,175.12,172.56,174.2,1077700
2010-10-07,175.4,175.4,172.24,173.32,740650
2010-10-08,173.4,176.8,172.8,176.12,807025
2010-10-11,176.24,178.44,176.24,176.8,611150
2010-10-12,176.64,177.04,173.76,176.56,1180925
2010-10-13,178.32,179.88,177.72,179.28,1132525
2010-10-14,179.28,180.72,177.8,178.92,675675
2010-10-15,181.36,181.36,177.08,178.84,717975
2010-10-18,177.76,181.24,177.76,180.24,668100
2010-10-19,177.56,178.04,174.28,175.48,1114700
2010-10-20,177.12,177.64,175.08,176.64,768050
2010-10-21,177.28,178.2,173.08,174.76,1113400
2010-10-22,175.76,176.24,174.4,175.24,1460950
2010-10-25,176.76,178.56,175.56,175.56,1375000
2010-10-26,174.92,175.88,174.16,174.88,716625
2010-10-27,173.4,174.12,171.2,174.12,697175
2010-10-28,175.6,175.8,173.2,174.16,747200
2010-10-29,173.6,175.72,173.16,175.4,904575
2010-11-01,179.12,181.16,176.76,177.84,922275
2010-11-02,178.84,180.56,177.92,180.24,559925
2010-11-03,180.96,181.32,178.04,181,1451450
2010-11-04,183.64,186.16,183.4,186.04,1010975
2010-11-05,186.12,186.56,184.6,186.52,1072050
2010-11-08,185.8,188.68,185.12,188.48,1032875
2010-11-09,192.68,195.08,189.96,190.88,1410950
2010-11-10,192.6,194.12,189.64,194.08,1221650
2010-11-11,192.56,195.8,192.56,195.72,1031250
2010-11-12,193.56,194.32,190.68,192.16,1205425
2010-11-15,194.08,194.08,191,191,606775
2010-11-16,189.28,189.28,186.08,187.64,1910650
2010-11-17,188.04,189.96,186.92,188.76,1625050
2010-11-18,191,193.48,190.92,192.76,970175
2010-11-19,192.52,194.64,190.48,194.56,1022550
2010-11-22,194.24,195.2,191.28,194.92,1231925
2010-11-23,192.4,192.6,189.84,190.84,965825
2010-11-24,191.92,194.56,191.56,194.28,884475
2010-11-26,193.04,194.16,192.16,193,243450
2010-11-29,192.04,194.48,190.36,193.76,1373950
2010-11-30,191.4,194.44,191.24,192.96,612450
2010-12-01,196.76,198.16,195.44,197.6,1014325
2010-12-02,198.76,201.8,197.96,201.8,753875
2010-12-03,201,203.36,200.36,202.68,803050
2010-12-06,203.28,204.48,202.72,203.8,722175
2010-12-07,207,207.52,203.36,203.36,859675
2010-12-08,204.04,204.52,200.56,200.92,643775
2010-12-09,202.48,202.64,199.6,201.68,788225
2010-12-10,202.08,202.72,200.96,202.32,551850
2010-12-13,204.48,205.4,203.24,203.72,613600
2010-12-14,203.92,203.92,201.28,202.04,1206150
2010-12-15,201.92,203.28,200.92,201.12,682900
2010-12-16,201.52,202.6,199.48,202.6,513325
2010-12-17,202.24,202.88,201.28,202.44,679100
2010-12-20,203.44,205.96,202.28,205.44,340900
2010-12-21,207.12,208.36,204.64,208.32,480600
2010-12-22,208.84,209.72,208.24,208.68,755050
2010-12-23,208.8,209.16,207.96,208.76,481775
2010-12-27,209.12,209.16,206.84,207.6,347875
2010-12-28,208.72,208.92,207.6,208.48,189675
2010-12-29,209.56,211.36,209.04,210.84,342900
2010-12-30,211.08,212.36,209.96,210.48,274950
2010-12-31,210.2,212,209.92,211,431025
2011-01-03,213.48,214.52,212.96,213.2,491000
2011-01-04,214.76,214.76,209,211.32,906775
2011-01-05,210.04,212.28,209.08,212.04,414775
2011-01-06,212.6,212.92,210.16,211,654650
2011-01-07,211.2,212.32,209.44,211.76,684475
2011-01-10,212.04,212.92,209.72,212.64,860499
2011-01-11,214.36,215.4,213.6,215,533025
2011-01-12,216.6,217.44,215.52,217.04,617250
2011-01-13,217.6,218.12,215.88,216.4,701825
2011-01-14,216.6,218.68,214.92,218.36,465575
2011-01-18,218.68,220.44,217.16,220.2,435575
2011-01-19,220.88,221.08,216.56,217.12,708550
2011-01-20,215.4,215.8,211.08,213.48,677500
2011-01-21,215.36,215.8,212.6,213.2,742575
2011-01-24,213,215.04,212.56,214.92,667575
2011-01-25,214.24,214.68,210.28,212.68,1044550
2011-01-26,213.64,219.12,213.52,218.76,717675
2011-01-27,218.96,219.44,216.56,217.92,666550
2011-01-28,218.8,219.72,217.04,218.84,1059050
2011-01-31,220.36,227,220.12,227,1066600
2011-02-01,227.72,230.48,227.32,229.24,1348975
2011-02-02,228.64,232.8,228.28,230.44,765025
2011-02-03,230.72,230.76,227,229.76,652225
2011-02-04,230.04,231.68,228.12,230.04,1005450
2011-02-07,231.84,234.2,230.56,231.04,1176200
2011-02-08,230.84,231.64,228,231.64,997399
2011-02-09,231.36,231.68,227,228.08,892075
2011-02-10,226.72,231.44,226.44,230.88,1003250
2011-02-11,230.72,232.16,230.08,231.2,558500
2011-02-14,232.04,236.6,231.24,236.16,748050
2011-02-15,236.72,236.96,233.2,233.64,754625
2011-02-16,235.28,237.92,234.8,237.48,893800
2011-02-17,237.68,240.52,236.68,239.52,620850
2011-02-18,240.2,240.24,237.04,237.6,620525
2011-02-22,240.4,241.68,233.76,234.92,1192500
2011-02-23,236.36,242.24,236,241.24,1500375
2011-02-24,242.04,242.4,236.28,237.4,1346425
2011-02-25,239.16,246.16,239.04,246.16,1017674
2011-02-28,247.4,248.88,244.28,246.76,1207375
2011-03-01,248.32,248.32,239.12,239.72,1051925
2011-03-02,238.84,241.12,237.08,240.76,920875
2011-03-03,242.72,245.2,242,245,1210125
2011-03-04,244.48,245.6,242.36,244.08,700925
2011-03-07,245.32,246.2,238.44,241.04,692800
2011-03-08,241.28,241.28,235.92,236.72,629275
2011-03-09,236.04,239.24,235.6,237.2,947999
2011-03-10,234.04,234.04,226.4,228.48,2132575
2011-03-11,227.2,235.96,225.64,234.6,982375
2011-03-14,233.32,238.8,232.84,238.08,1342200
2011-03-15,230.24,237.84,228.24,236.12,1381650
2011-03-16,236.52,241.28,231.48,234.24,2237200
2011-03-17,238.76,242.28,237.6,241.36,1210525
2011-03-18,243.16,243.16,237.76,239.52,1477625
2011-03-21,243.56,247.12,243.56,247.12,1773674
2011-03-22,247.2,250.28,245.52,247.44,978625
2011-03-23,247.28,247.56,244.08,246.52,913550
2011-03-24,247.2,248.64,243.6,247.64,868425
2011-03-25,247.76,253.64,246.68,252.52,864799
2011-03-28,252.92,255.08,249.68,249.96,718875
2011-03-29,249.72,253.68,247.36,253.04,786950
2011-03-30,255.52,258.44,253.72,257.76,1140100
2011-03-31,258.4,260.24,257.04,257.68,590100
2011-04-01,260.08,261.08,258.28,258.96,716550
2011-04-04,260.52,261.32,258.72,259.4,736375
2011-04-05,259.4,261.56,258.68,259.88,604550
2011-04-06,261.44,263.04,255.32,256.28,733400
2011-04-07,255.88,258.08,253.8,256.2,781325
2011-04-08,258.52,259.68,254.24,255.96,640375
2011-04-11,256.8,257.52,247.6,248.56,583375
2011-04-12,246.36,246.36,237.76,239.68,1436975
2011-04-13,242.88,245.08,240.16,242.96,1198525
2011-04-14,241.6,243.96,239.32,243.4,869375
2011-04-15,244.52,246.4,241.88,246.12,705175
2011-04-18,242.96,244.48,238.32,240.56,1050600
2011-04-19,240.84,242.44,239.48,242.2,891650
2011-04-20,247.08,249.28,245.28,248.56,845675
2011-04-21,249.64,250.44,246.2,249.56,656575
2011-04-25,250.24,250.56,247,249.4,286500
2011-04-26,249.6,252,248.64,249.92,295625
2011-04-27,250.92,251.36,244.28,249.16,1263800
2011-04-28,248.96,252,246.32,250.12,489175
2011-04-29,250.56,255.32,250.44,254.88,559325
2011-05-02,254.96,256.52,249,250.56,938749
2011-05-03,248.48,249.04,239.44,241.8,2358375
2011-05-04,241.68,241.84,232.64,234.16,2415575
2011-05-05,230.36,233.68,226.04,229.16,3906050
2011-05-06,232.28,237.68,228.72,231.88,2279950
2011-05-09,233.28,240.36,232.88,239.2,1574500
2011-05-10,240.64,242.12,237.36,241.92,1745224
2011-05-11,240.6,240.6,229.68,231.36,2824200
2011-05-12,230.2,232.64,225.2,229.64,3545149
2011-05-13,231.56,232.64,225.96,228.08,1849700
2011-05-16,226.72,232.76,224.68,225.56,2316900
2011-05-17,224.2,226.92,221.48,224.44,2682025
2011-05-18,226.64,233.8,225.72,232.32,1632075
2011-05-19,234.28,235.32,230.24,232.4,1009400
2011-05-20,232,236.12,228.56,234,1906675
2011-05-23,229.2,230.16,227.2,228.68,1753724
2011-05-24,231.28,235.8,230.44,232.24,1347875
2011-05-25,230.8,238.52,230.8,237.52,1025625
2011-05-26,236.6,239.8,235.36,239.52,915624
2011-05-27,240.52,244.36,238.88,240.84,1833600
2011-05-31,244.8,246.32,239.68,243.6,1893950
2011-06-01,243.04,244.6,234.88,235.52,1748675
2011-06-02,235.84,238.64,232.24,234.8,2089850
2011-06-03,229.88,236.6,228.76,233.88,2040200
2011-06-06,233.24,235.12,225.36,225.56,1588675
2011-06-07,227.76,229.44,224.2,226.28,1382275
2011-06-08,226.56,230.4,225.4,225.96,1234875
2011-06-09,227.44,230.8,226.8,229.84,1154050
2011-06-10,227.96,228.8,225.36,226.2,1878325
2011-06-13,227.04,228.48,215.88,219.36,2699725
2011-06-14,222.44,226.4,221.76,225.28,1700800
2011-06-15,222.4,225.6,218.96,220.8,2112775
2011-06-16,220.84,223.04,217.2,220.4,1962124
2011-06-17,221.88,222.84,217.32,219.64,2352750
2011-06-20,218.28,221.48,217.2,218.84,1151625
2011-06-21,220.52,227.4,220.52,226.64,1286775
2011-06-22,225.48,230.16,225.48,226.28,1165550
2011-06-23,222,224.96,217.28,224.64,1964750
2011-06-24,224.88,226,219.96,220.48,1048074
2011-06-27,219.64,220.92,217.76,220.32,1121775
2011-06-28,222,227.6,222,227.4,814225
2011-06-29,229.04,235.24,228.24,233.16,2361650
2011-06-30,234.52,236.48,233.52,235.12,1850799
2011-07-01,235.64,239.48,229.24,238.6,1711325
2011-07-05,238.48,243.6,238.44,241.32,1474950
2011-07-06,240.44,241.32,237.72,240.84,855375
2011-07-07,243.68,246.52,243.44,245.12,1275900
2011-07-08,240.44,243.52,240.24,242.72,1047524
2011-07-11,238.52,239.2,233.2,233.92,1374300
2011-07-12,232.72,237.92,232.72,234.36,1004349
2011-07-13,236.6,241.96,236.16,238,1342725
2011-07-14,240.04,241.08,233.32,233.68,1614450
2011-07-15,242.6,248.6,241.88,248.6,2616900
2011-07-18,246.24,247.52,243.6,246.4,1562125
2011-07-19,248.84,254.84,248.84,254.6,2069725
2011-07-20,255.8,256.76,253.16,255.96,1740450
2011-07-21,258.08,260.92,257.12,259.16,1724700
2011-07-22,259.72,261.48,257.2,260.84,1037725
2011-07-25,257.04,262.32,255.96,259.4,1717150
2011-07-26,259.72,260.92,256.72,257.64,1206200
2011-07-27,256.32,256.6,250.08,251.28,2002900
2011-07-28,251.16,254.08,248.52,249.44,1208875
2011-07-29,246.36,251.04,243.8,248.8,1236475
2011-08-01,254,254.88,246.28,249.64,1256625
2011-08-02,247.76,252.28,239.76,239.84,1951300
2011-08-03,240.08,241.68,231.36,238.92,2458975
2011-08-04,235,235,218.92,219.04,3778150
2011-08-05,225.28,225.28,204.04,212.44,4440050
2011-08-08,204.56,204.84,185.44,188.48,3192275
2011-08-09,192.84,199.6,182.8,199.32,3300175
2011-08-10,196.84,206.6,193.72,195.64,3775375
2011-08-11,198.52,213.68,195.8,210.28,2586975
2011-08-12,213.52,216.4,209.2,211,1879350
2011-08-15,212.64,220.4,212.64,220.08,1411300
2011-08-16,216.96,217.16,209.72,211.92,2949100
2011-08-17,215.04,218.84,211.84,213.52,1658975
2011-08-18,206.68,206.68,195.76,198.52,2371450
2011-08-19,194.64,202.44,193.32,194.72,2168225
2011-08-22,199.32,200.76,187.52,188.56,2662600
2011-08-23,190,198.92,187.28,198.68,2607275
2011-08-24,197.88,201.48,195.2,200.52,1339700
2011-08-25,204.48,205.24,194.6,195.8,1189175
2011-08-26,192.12,202.16,190.88,201.76,1555900
2011-08-29,205.16,211.92,205.16,211.48,1318475
2011-08-30,210.24,215.88,208.24,214.2,1212525
2011-08-31,216.28,219.48,211.8,214.68,1440475
2011-09-01,214.52,218.16,211.32,211.52,1294250
2011-09-02,205.44,207.8,201.76,204.24,1271525
2011-09-06,197.88,203.6,195.72,202.92,2323050
2011-09-07,207.76,214.76,207.2,213.88,1775475
2011-09-08,212.36,217.36,208.52,210.2,1404450
2011-09-09,207.32,209.96,200.76,202.72,1892175
2011-09-12,198.72,204.2,196.8,202.76,1680525
2011-09-13,202.76,206.28,199.6,204.6,1386250
2011-09-14,205.44,210.12,200.48,207.32,1515450
2011-09-15,210.44,213.32,207.96,212.8,1607025
2011-09-16,212.8,214.96,208.48,212,1493950
2011-09-19,207.88,209.6,201.92,207,1822500
2011-09-20,207.44,211.36,203.84,204.36,1342650
2011-09-21,204.8,208.44,195.36,195.84,2481375
2011-09-22,186.96,187.8,176.12,181.32,2905025
2011-09-23,177.8,182.88,176.84,177.64,1217800
2011-09-26,179.08,185,172.68,184.44,2359850
2011-09-27,190.16,196.92,188.72,190.04,2485900
2011-09-28,189.76,192.16,179.16,179.32,1861325
2011-09-29,185.12,185.6,173.4,178.56,2481025
2011-09-30,175.36,177.4,171.2,171.44,1779150
2011-10-03,169.64,170.2,159.64,159.96,3012300
2011-10-04,158.2,169,150.68,168.88,5003175
2011-10-05,171.44,177.4,165.12,175.88,2844475
2011-10-06,174.64,181.48,172.4,179.6,2701575
2011-10-07,182.56,182.56,172.84,175.36,2672625
2011-10-10,178.4,189.12,178.4,188.2,2177725
2011-10-11,186.08,191.84,184.2,189.32,1945900
2011-10-12,191.28,196.12,190.88,192.04,1514325
2011-10-13,190.04,194.4,186,192.6,1874675
2011-10-14,196.96,203.6,196.24,203.4,1863650
2011-10-17,204.6,205.4,200.08,200.6,1893600
2011-10-18,202.2,209.6,195.56,208.48,2738250
2011-10-19,207.32,211.64,203.2,204.68,1954599
2011-10-20,204.72,206.76,198.04,205.04,2061750
2011-10-21,208.84,212.56,206.64,211.2,1530925
2011-10-24,212.6,217.16,212.04,216.28,1840750
2011-10-25,214.64,215.56,205.92,206.76,2371950
2011-10-26,210.56,214.84,203.88,213.04,1943224
2011-10-27,222.76,230.72,218.8,227.6,3254575
2011-10-28,223.84,229.84,223.84,227.56,1833525
2011-10-31,223.96,224.08,215.4,215.4,1551975
2011-11-01,205.6,211.32,202.88,207.92,2308000
2011-11-02,213.44,218.6,211.88,218,2454375
2011-11-03,222.56,225.68,215.84,224.32,2154525
2011-11-04,222.12,228.16,219.6,227.48,2012275
2011-11-07,228.2,230.12,222.96,227.92,1896250
2011-11-08,229.92,230.68,223.32,230.24,2521475
2011-11-09,223.92,223.92,214.8,215.04,2264575
2011-11-10,219.88,222.84,213.4,220,2064725
2011-11-11,223.56,226.04,222.52,224.12,858400
2011-11-14,220.04,223.32,216.96,220.24,1177575
2011-11-15,219.76,224.8,217.88,223.12,1307000
2011-11-16,220.72,228.28,219.4,220.44,2154700
2011-11-17,219.12,220.88,209.84,211.32,2549075
2011-11-18,212.6,214.48,208.88,211,1563150
2011-11-21,207.64,208,201.24,207,1505600
2011-11-22,206.12,209.32,202.56,205.16,1391800
2011-11-23,201.48,202.08,195.76,195.76,1426925
2011-11-25,194.56,197.8,192.56,192.56,534925
2011-11-28,201.12,206.32,201.12,204.92,1322075
2011-11-29,205.56,210,203.92,208.16,1402725
2011-11-30,215.64,220.84,215.64,220.68,1138325
2011-12-01,219.64,223.48,217.44,219.36,1295975
2011-12-02,222,225.48,220.64,221.28,1357300
2011-12-05,226.68,227.36,221.72,224.16,1201825
2011-12-06,223.4,227.6,221.4,225.44,1442550
2011-12-07,224.04,224.16,219.08,221.68,1686800
2011-12-08,220.76,222.08,210.68,211.48,1487800
2011-12-09,212.32,220,212.32,219.16,1257525
2011-12-12,214.8,215.36,207.56,211.36,1371675
2011-12-13,212.92,216.8,203.6,205.64,1552200
2011-12-14,202.88,203.48,195.64,196.76,2454525
2011-12-15,200.6,201.16,195,196.68,2097125
2011-12-16,198.48,201.64,197.2,200.36,1965624
2011-12-19,201.4,202,193.52,194.44,1600025
2011-12-20,198.56,205.32,198.48,204.8,1307925
2011-12-21,204.64,208.44,201.36,207.96,1334825
2011-12-22,208.76,211.96,208.08,211.4,946050
2011-12-23,211.92,212.92,209.72,211.36,451049
2011-12-27,210.96,214.84,210.68,213.56,611375
2011-12-28,213.6,214.24,206.84,208.04,782150
2011-12-29,208.52,211.12,207.96,210.68,479400
2011-12-30,209.8,212.12,209.76,210.76,558875
2012-01-03,216.96,220,215.28,218.6,1307575
2012-01-04,217.96,221.64,216.08,221.16,882850
2012-01-05,218.84,222.2,216.48,220.76,891125
2012-01-06,221.6,221.8,218.16,218.36,780375
2012-01-09,218.8,219.72,216.64,217.28,940725
2012-01-10,221.56,222.48,219.32,220.24,1273625
2012-01-11,220.08,220.6,215.56,216.24,1222550
2012-01-12,215.92,217.56,213.6,214.28,1587300
2012-01-13,212.2,212.92,209,210.68,1075800
2012-01-17,213.8,214.76,211.16,213.04,1155925
2012-01-18,213.4,218.12,211.84,218.12,979025
2012-01-19,219.28,219.76,215.6,216.48,1102100
2012-01-20,215.96,216.6,213.32,215.16,1080625
2012-01-23,216.88,222.36,216.36,221.72,1467800
2012-01-24,219.68,221.36,217.56,220.88,770275
2012-01-25,220.16,227.72,217.76,227,1114825
2012-01-26,228.48,229.28,218.96,220.04,1002399
2012-01-27,218.52,223.4,218.48,222.6,809700
2012-01-30,219.16,221.04,216.8,219.68,623150
2012-01-31,220.84,222.4,215.96,218.32,867099
2012-02-01,220.92,220.92,216.72,218.32,928774
2012-02-02,218.88,221.72,217.32,219.6,900524
2012-02-03,222.68,224.04,221.4,223.64,687050
2012-02-06,222.96,228.4,221.6,228.32,968249
2012-02-07,227.8,231.32,224.52,230.88,1300175
2012-02-08,231.72,233.28,228.6,231.16,884349
2012-02-09,232,232.68,227.64,231.24,746175
2012-02-10,230.24,231.24,228.4,229.68,858475
2012-02-13,233.16,234.2,229.76,233.24,529325
2012-02-14,233.04,236.12,232.8,235.04,916675
2012-02-15,237.24,240.08,235.16,236.88,1692775
2012-02-16,236.68,242.04,234.28,241.4,1294775
2012-02-17,243.56,244,240.04,242.08,793575
2012-02-21,244.36,245.16,242.04,243.72,1129000
2012-02-22,244.04,244.48,240.84,241.36,1448650
2012-02-23,240.32,244.68,237.92,244.56,1402125
2012-02-24,245.36,247.04,244.16,245.36,707300
2012-02-27,243.92,247.08,242.16,244.68,1159050
2012-02-28,244.52,246.56,239.76,241.8,1163000
2012-02-29,242.16,243.72,234.84,237.28,1955950
2012-03-01,238.84,242.36,237.8,241.4,725900
2012-03-02,241.28,241.28,235.56,236.2,1326625
2012-03-05,235.04,235.48,230.56,232.96,1053300
2012-03-06,229.36,230.04,226.48,228.56,1123100
2012-03-07,229.6,233.64,227.72,232.84,801800
2012-03-08,234.56,237.84,232.68,237,813775
2012-03-09,237.56,240.92,237.08,238.56,869475
2012-03-12,237.96,238.64,233.64,235.2,860575
2012-03-13,236.2,239.4,233.56,239.24,990550
2012-03-14,239.04,240.84,235.2,236.16,1119400
2012-03-15,236.2,239.4,234.48,237.92,1323425
2012-03-16,238.4,243.08,238.28,242.56,1654400
2012-03-19,242.56,247.24,241.92,245.32,944575
2012-03-20,242.64,243.08,238.56,239.52,1929425
2012-03-21,240.2,240.48,236.24,238.04,944400
2012-03-22,235.08,235.12,228.24,230.12,1160650
2012-03-23,230.4,235.8,228.6,235.12,1254075
2012-03-26,237.88,238.72,234.96,236.4,532625
2012-03-27,236.24,237.24,232.68,233.52,900349
2012-03-28,232.04,232.64,225.68,228.4,1274100
2012-03-29,226.84,227.2,222.8,226.48,1162500
2012-03-30,228.72,229.56,224.8,227.64,704750
2012-04-02,227.12,233.16,225.76,231.4,775300
2012-04-03,231.12,231.28,226.48,229.32,953750
2012-04-04,225.88,226.88,222.68,224.24,1344525
2012-04-05,223.2,226.96,221.12,222.04,973100
2012-04-09,217.68,220.6,216.56,218.72,1061725
2012-04-10,218.56,220.12,212,212.8,1605000
2012-04-11,216.16,216.52,210.6,211.08,1176475
2012-04-12,211.88,219.24,211.88,218.16,1487975
2012-04-13,217.28,217.72,212.92,213.44,1363825
2012-04-16,214.44,216.16,208.08,209.8,1286000
2012-04-17,212.52,216.96,212.4,213.48,1439600
2012-04-18,212.84,213,209.68,210.64,1373850
2012-04-19,211.12,214.44,210.16,212.24,1559900
2012-04-20,214.48,215.72,210.4,210.72,1400525
2012-04-23,207.16,211.32,204.04,209.96,1648425
2012-04-24,211.2,213.76,208.4,211.84,1026775
2012-04-25,214.28,218.84,213.24,218.44,1441650
2012-04-26,217.12,222.8,216.96,222.4,1089500
2012-04-27,223.16,223.96,219.72,223.52,812325
2012-04-30,223.4,226.28,221.04,225.48,1223975
2012-05-01,226.28,230.52,223.32,227.96,1274600
2012-05-02,224.76,225.12,221,221.6,1437275
2012-05-03,221.68,221.88,214.76,215.68,1426675
2012-05-04,213.04,213.36,208.12,210.32,1428275
2012-05-07,209.12,212.68,206.68,210,1154450
2012-05-08,208.08,210.04,203,209.88,1446825
2012-05-09,205.76,210.8,203.32,209.56,1762274
2012-05-10,211.56,214.16,208.32,208.8,1443350
2012-05-11,207.12,212.12,205.68,206.48,1290875
2012-05-14,203.12,204.32,201.16,201.6,1022474
2012-05-15,201.64,202.84,194.36,195.68,1196525
2012-05-16,196.32,201,193.48,193.68,1230175
2012-05-17,194.04,196.12,190.04,190.52,1639275
2012-05-18,191.52,194.52,188.32,189,1847500
2012-05-21,190.44,198.4,189.88,198.28,1357350
2012-05-22,198.8,202.6,193.8,195.64,1327100
2012-05-23,193.44,198.16,189.28,197.68,1523650
2012-05-24,198.28,199.32,191.68,194.52,1204325
2012-05-25,194.24,196.48,193.64,195.2,800875
2012-05-29,197.92,202.48,197.64,200.92,1243800
2012-05-30,197.16,197.56,191.24,192.88,1024200
2012-05-31,193.04,193.4,186.04,191.72,1725000
2012-06-01,187.12,188.68,181.4,181.88,1739149
2012-06-04,182.84,184.08,176.92,180.8,1853250
2012-06-05,180.28,185.84,180.28,185.24,970399
2012-06-06,188,193.56,187.96,192.52,1829950
2012-06-07,196.48,197.84,189.88,190.52,1367275
2012-06-08,189.04,190.8,185.36,189.92,1056675
2012-06-11,192.6,194.72,183.8,184.04,1484250
2012-06-12,185.88,188.04,183.08,187.88,1567400
2012-06-13,186.64,188.48,181.52,182.32,1871250
2012-06-14,183,187.24,181.16,186.84,1642375
2012-06-15,187.04,192.56,185.52,192.44,2779125
2012-06-18,190.6,190.6,186.4,187.92,1195825
2012-06-19,189.8,193.92,188.6,192.8,880275
2012-06-20,192.72,194.68,189.12,191.16,1285500
2012-06-21,191.16,191.6,180.84,181.04,1671500
2012-06-22,183.12,186.32,180.16,185.68,1290450
2012-06-25,182.28,182.68,179.2,181.16,1150050
2012-06-26,181.84,184.96,180.12,184.08,1479450
2012-06-27,185.8,192.16,185.6,191.44,1524675
2012-06-28,189.8,194.68,189.04,193.76,1682050
2012-06-29,199.8,203.36,197.92,201.6,1469250
2012-07-02,200.16,202.48,196.56,202.48,860725
2012-07-03,205.16,209.52,204.08,209.52,1225425
2012-07-05,207.88,209.08,203.6,205.04,1007174
2012-07-06,201.56,204.84,200.16,201.96,1122150
2012-07-09,202.04,204.04,199.84,201.48,693100
2012-07-10,202.72,203.6,193.56,194.92,851625
2012-07-11,196.52,199.2,195.56,197.56,925725
2012-07-12,194.4,196.8,191.76,195.4,838675
2012-07-13,196.6,200.28,196.6,199.52,897475
2012-07-16,199,202,197.36,200.6,602200
2012-07-17,202.68,204.4,197.56,204.08,658450
2012-07-18,202.92,207.6,202.2,205.52,638575
2012-07-19,206.56,208.56,205.72,207.36,721600
2012-07-20,205.04,207.64,203.8,207.28,816375
2012-07-23,201.92,202.96,199.8,202.32,1622600
2012-07-24,201.96,203.08,195,197.32,1234000
2012-07-25,198.28,199.24,194.12,196.32,1309500
2012-07-26,200.16,201.2,197.4,200.56,960200
2012-07-27,202.16,207,199.76,206.16,865225
2012-07-30,205.6,208.8,205.28,208.12,604325
2012-07-31,207.52,210.52,204.68,204.92,799675
2012-08-01,206.12,207.12,203.4,205.24,1289525
2012-08-02,202.52,202.6,196.32,197.64,1246400
2012-08-03,203.24,205.16,201.04,203.44,1178825
2012-08-06,204,207.28,203.76,206.4,656550
2012-08-07,208.44,213.84,207.6,211.48,1423700
2012-08-08,210.44,214.24,210.12,211.48,738600
2012-08-09,211.12,215.6,210.68,214.24,723750
2012-08-10,212.16,213.6,210.48,213.4,652625
2012-08-13,213.32,214.36,209.76,210.44,872225
2012-08-14,211.88,213.8,210.68,213.24,1339625
2012-08-15,212.48,214.88,211.92,214.28,1342800
2012-08-16,215.04,218,213.76,217,1181925
2012-08-17,217.36,217.36,215.24,216.36,1151425
2012-08-20,215.56,216.8,213.72,215,1115500
2012-08-21,216.52,218.56,213.6,214.2,925375
2012-08-22,213.8,215.08,211.88,214.52,716525
2012-08-23,214.56,214.96,209.48,209.52,797450
2012-08-24,209.24,212.04,207.68,210.84,897525
2012-08-27,211.56,213.8,211.56,211.64,997850
2012-08-28,211.56,214.08,210.96,213.6,922899
