Symbol: XOP,,,,,Study: VOL (LikeMain)
Date Time,Open,High,Low,Close,Volume
2006-06-22,137.6,138.2,136.44,137.92,11950
2006-06-23,144.4,146,144.4,145.56,725
2006-06-27,149,149,147.52,147.88,3225
2006-06-28,148.16,149.84,148.16,149.84,8975
2006-06-29,151.48,153.96,151.48,153.96,4825
2006-06-30,155.16,156.28,153.72,155.96,13400
2006-07-03,157,158.24,156.68,157.92,1925
2006-07-05,157.8,157.8,154.88,157,3850
2006-07-06,156.72,157.52,155.56,155.6,6850
2006-07-07,158,158,153.8,154.08,4350
2006-07-10,153.52,154.84,153.08,153.84,18075
2006-07-11,154.36,155.76,153.88,155.76,32275
2006-07-12,154.92,155.8,154.04,154.72,25700
2006-07-13,152.36,152.88,152.16,152.36,550
2006-07-14,153.04,153.16,150.28,152.2,13550
2006-07-17,151.96,152.52,148.2,148.2,4975
2006-07-18,150.84,150.84,147.52,149.72,7000
2006-07-19,150.16,150.96,149.28,150,3075
2006-07-20,150.6,150.96,149.08,149.08,8625
2006-07-21,146.88,146.88,145.24,145.48,2675
2006-07-24,150.52,151.08,149.76,151.08,7600
2006-07-25,152.76,152.8,152.6,152.6,1650
2006-07-26,154.08,159.4,154,158.56,2325
2006-07-27,159,159.28,155.2,155.2,2100
2006-07-28,156.56,157,156.4,157,2750
2006-07-31,159.8,159.8,158.76,159.4,1450
2006-08-01,161,161.72,159.32,161.72,1900
2006-08-02,163,164.36,160.88,160.88,3000
2006-08-03,160,161.36,159.2,160.24,2025
2006-08-04,160.6,160.6,158.68,158.96,3400
2006-08-07,160.16,161.44,159.48,160.72,1875
2006-08-08,160.8,162.6,160.8,160.96,1525
2006-08-09,162.52,164.48,161.96,162.48,2325
2006-08-10,161.2,161.72,159.48,160.68,2275
2006-08-11,160.72,161.04,159.2,159.68,1925
2006-08-14,159.04,159.04,154.8,155.48,1525
2006-08-15,156.32,156.96,155.72,156.68,2150
2006-08-16,157.48,158.72,155.8,155.8,2825
2006-08-17,154.12,154.68,153.36,153.92,2475
2006-08-18,155.48,155.6,153.56,155.6,2475
2006-08-21,156.6,156.76,156.4,156.76,700
2006-08-22,157.56,158.16,157.16,157.72,1025
2006-08-23,158.16,158.16,155.08,155.08,1400
2006-08-24,155.68,156.96,155.68,156.96,3825
2006-08-25,161.6,161.84,159.8,160.32,39075
2006-08-28,159.52,159.52,158.04,158.04,600
2006-08-29,156.32,156.84,155.64,156.84,2625
2006-08-30,157.52,157.52,153.4,153.4,2500
2006-08-31,154.84,155.24,154.56,154.56,425
2006-09-01,155.4,156.68,155.4,156.44,13250
2006-09-05,155.84,158.16,155.84,157.96,38600
2006-09-06,156.16,156.16,153.24,153.24,675
2006-09-07,152.4,153.16,151.28,152.44,4825
2006-09-08,151.12,151.12,147.56,147.56,78175
2006-09-11,146.4,146.4,142,142.6,177425
2006-09-12,143,143.76,141,141.6,171000
2006-09-13,143.08,145.12,143.08,144.4,10225
2006-09-14,144.56,144.56,139.8,140,4000
2006-09-15,139.24,140.44,139.12,139.96,1225
2006-09-18,141.96,143.68,141,143.2,1125
2006-09-19,143.44,143.44,139.44,139.96,104075
2006-09-20,139.36,140.36,136.64,136.88,45350
2006-09-21,138.36,140.36,138.24,138.72,52300
2006-09-22,139.24,139.24,136.48,136.64,95850
2006-09-25,134.56,137.24,133.24,136.68,17650
2006-09-26,137,140.52,136.8,140.52,7600
2006-09-27,142.92,143.2,139.4,143.2,74950
2006-09-28,142.32,143.28,141.4,142.08,22750
2006-09-29,141.84,143.04,141.08,142.12,8675
2006-10-02,141.52,142.8,139.76,139.76,5050
2006-10-03,139,139,134.12,134.24,54000
2006-10-04,136.32,136.32,131.6,136.24,15125
2006-10-05,139.2,139.64,137.28,139,42250
2006-10-06,138,139.56,136.72,139.16,18300
2006-10-09,140.88,141.28,138.2,138.48,2875
2006-10-10,138.6,141.6,138.6,141.44,23975
2006-10-11,141.2,141.2,138.84,139.44,9175
2006-10-12,140.6,142.72,140.6,142.56,1150
2006-10-13,144,146.08,143.72,145.2,277675
2006-10-16,146.2,149.44,145.96,149.44,12650
2006-10-17,148.64,148.64,146.24,147.52,5325
2006-10-18,147.4,148.56,146.68,147.2,2875
2006-10-19,149.08,150.72,148,150.72,4200
2006-10-20,150.44,150.44,147.32,148.12,8850
2006-10-23,146.8,148.88,146.48,147.72,3275
2006-10-24,148.56,151.28,148.56,151.28,9775
2006-10-25,150.8,154,150.8,153.84,8225
2006-10-26,155.16,155.16,151.6,152.92,8950
2006-10-27,153.2,154.12,150.84,150.84,7325
2006-10-30,150,150.24,148.64,148.68,20725
2006-10-31,148,150.64,146.68,150.64,16050
2006-11-01,148.88,150.6,147.36,147.92,16100
2006-11-02,147.52,149.44,146.48,148.84,7825
2006-11-03,151.12,152.56,151.12,152.32,13775
2006-11-06,152,152.92,151.48,152.88,3075
2006-11-07,153.2,153.2,150.88,151.16,5100
2006-11-08,150.4,153.76,150.4,153.72,5025
2006-11-09,154.56,156.8,154.44,155.56,12300
2006-11-10,153.88,154.08,152.52,152.92,3500
2006-11-13,151.76,152.88,151.44,152.56,2300
2006-11-14,152.4,153.56,151.88,153.48,6650
2006-11-15,154.08,156.6,154.08,156.48,8000
2006-11-16,157,157,151.6,151.76,27375
2006-11-17,151,155,150.84,154.8,9725
2006-11-20,154.72,154.76,152.92,153.84,1800
2006-11-21,155.04,157.6,155.04,157.4,6050
2006-11-22,157.56,157.56,154.8,156.72,24300
2006-11-24,157.56,157.56,156.6,156.6,1075
2006-11-27,156.8,157.2,155.12,155.2,16925
2006-11-28,157,158.72,156.72,158.48,6375
2006-11-29,159.32,164.24,159.32,163.96,11150
2006-11-30,164.36,165.48,163.12,164.84,4875
2006-12-01,164.2,165.52,161.84,165.48,8650
2006-12-04,164.64,164.64,163,164.2,1950
2006-12-05,165.8,165.8,163.88,164.96,2750
2006-12-06,165.2,166.52,164.76,164.8,2300
2006-12-07,163.52,164.44,162.96,163.88,825
2006-12-08,164.12,164.84,162.88,162.88,1675
2006-12-11,161.52,163.2,161.4,162.24,850
2006-12-12,161.96,162.92,160.64,161.44,2275
2006-12-13,161.52,163.2,161.32,162.24,3725
2006-12-14,163.04,164.76,163.04,164.4,4425
2006-12-15,163.8,164.04,162,162.32,3225
2006-12-18,161.6,161.6,155.84,155.88,1300
2006-12-19,154.68,159.4,154.68,158.8,2300
2006-12-20,158.76,158.96,156.16,156.32,11025
2006-12-21,156.84,156.88,154.48,155.24,7425
2006-12-22,154.84,155.2,154.44,154.64,2875
2006-12-26,154.76,155.28,152.56,153.16,2450
2006-12-27,153.4,154.48,152.32,154.48,11000
2006-12-28,154.08,154.52,153.64,154.2,1175
2006-12-29,153.52,153.52,152.2,152.28,37525
2007-01-03,150.36,150.36,145.8,146.56,67475
2007-01-04,145.2,146.16,144,144.64,63475
2007-01-05,144.72,146,143.56,146,53550
2007-01-08,148.4,148.68,145.24,146.64,30275
2007-01-09,143.84,146,143.2,145.12,11675
2007-01-10,144.04,144.2,141.96,142.4,104500
2007-01-11,143,145.92,141.48,141.68,5825
2007-01-12,142.64,146.56,142.64,146.36,67275
2007-01-16,146.2,146.72,144.36,144.84,24875
2007-01-17,145.56,147.16,145.4,146.44,4000
2007-01-18,147.12,147.2,144.64,145.04,62350
2007-01-19,146.48,149.36,146.48,149.32,16900
2007-01-22,150.2,150.76,148,149.08,6600
2007-01-23,150.64,153.72,150.64,153.36,6075
2007-01-24,153,154.52,151.52,154.04,15450
2007-01-25,154.12,154.12,150.44,150.84,16200
2007-01-26,152.04,152.76,151.48,152.36,2600
2007-01-29,153.48,154.36,151.6,152.2,6725
2007-01-30,153.6,156.08,153.48,155.92,15500
2007-01-31,155.2,157.52,155.04,156.88,33350
2007-02-01,157.68,158.28,156.04,157.56,9275
2007-02-02,157.52,158.08,156,157.8,8525
2007-02-05,158.68,159,156.96,156.96,2050
2007-02-06,157.28,157.36,155.16,156.16,5125
2007-02-07,156.56,157.36,154.92,156.48,1625
2007-02-08,155.48,157.32,154.64,156.72,4700
2007-02-09,157.12,157.92,156.2,156.68,2575
2007-02-12,155.8,155.84,153.44,154.36,5325
2007-02-13,155.72,156.36,155.4,156.36,5650
2007-02-14,157.04,157.8,155.64,156.36,13475
2007-02-15,155.6,155.92,154.2,155.24,34300
2007-02-16,155.24,156.28,155.24,156.16,5550
2007-02-20,154.4,155.12,154.16,154.96,3300
2007-02-21,154.88,156.96,154.2,156.96,3750
2007-02-22,157.36,158.76,156.64,158.72,5750
2007-02-23,159.6,160,158.96,159.32,46425
2007-02-26,161,161.24,159.56,160.36,4125
2007-02-27,157.04,159.28,153.88,154.84,30775
2007-02-28,153.96,156.08,153.88,154.64,28300
2007-03-01,151.4,156.16,151.4,154.88,19475
2007-03-02,154.76,154.76,151.28,151.32,51775
2007-03-05,148.84,150.72,148.68,148.68,16425
2007-03-06,150.6,151.44,150.04,151.44,46225
2007-03-07,151.64,155.92,151.64,154.12,16775
2007-03-08,155.08,155.16,153.52,153.92,28700
2007-03-09,154.6,155,153.44,154.24,10425
2007-03-12,152.68,153.44,152.04,153.44,1400
2007-03-13,155.16,155.16,151.56,152,3000
2007-03-14,152.72,154.12,151.28,154.12,2125
2007-03-15,154.24,154.44,153.44,153.64,1575
2007-03-16,153.24,154,151.92,152.2,4500
2007-03-19,154.04,155.36,153.2,155.24,55325
2007-03-20,155.2,156.4,155.04,156.4,3150
2007-03-21,157.28,158.96,157.28,158.96,1975
2007-03-22,159.32,162,159.32,161.44,139550
2007-03-23,162.36,162.52,161.2,162.12,17850
2007-03-26,162.88,163.28,161.48,163.28,1875
2007-03-27,162.32,163.24,162.32,163.24,13925
2007-03-28,164.08,164.08,162.84,163.12,8125
2007-03-29,164.2,164.2,162.88,163.92,2375
2007-03-30,164.28,164.32,162.32,162.92,2175
2007-04-02,163.56,164.48,163.4,164.48,23625
2007-04-03,162.96,165.16,162.96,164.84,1300
2007-04-04,164.12,165.72,163.76,165.44,2000
2007-04-05,166.8,167.36,166.44,167.08,3275
2007-04-09,166.92,169.04,166.92,167.68,11600
2007-04-10,168.72,170.4,168.72,170,7525
2007-04-11,170.28,171.08,169.52,169.76,92875
2007-04-12,170.68,173,170.68,172.52,1625
2007-04-13,172.52,173.32,171.84,173.32,8925
2007-04-16,172.8,173.56,172,173.2,10300
2007-04-17,174.04,174.04,171.28,172.12,17175
2007-04-18,171.04,171.36,170.16,170.52,23125
2007-04-19,168.88,169.36,168.24,168.36,4725
2007-04-20,170.28,170.72,169.2,170.72,25625
2007-04-23,171,172.64,171,172.56,16650
2007-04-24,172.92,173.16,172.2,172.48,9425
2007-04-25,174,177.12,173.76,176.28,31175
2007-04-26,174.84,176.92,174.6,175.88,1750
2007-04-27,175.36,176.28,175.32,175.88,875
2007-04-30,176.6,177.04,172.92,173,6000
2007-05-01,173.32,174.32,172.56,174.12,2575
2007-05-02,175.64,177.92,175.64,177.44,4475
2007-05-03,176.32,178.2,175.88,177.56,18150
2007-05-04,179.56,179.6,176.84,178.72,13525
2007-05-07,177.04,177.28,176.4,176.84,6775
2007-05-08,176,177.24,174.56,177.12,15800
2007-05-09,176.08,176.6,174.44,174.96,12075
2007-05-10,175.48,175.48,172.68,173.12,63275
2007-05-11,174,176.88,174,176.64,16775
2007-05-14,177.76,177.76,176.32,176.52,3825
2007-05-15,176.8,178.08,175.8,175.96,8025
2007-05-16,175.72,176.92,174.2,176.72,57025
2007-05-17,175.92,181,175.68,179.72,38675
2007-05-18,181.72,183.08,181.72,182.64,72700
2007-05-21,184.32,186.04,183.44,185.4,43125
2007-05-22,185.4,186.4,184.32,184.32,12725
2007-05-23,185.24,186.32,183.64,183.64,47850
2007-05-24,184.8,185.4,179.72,180.04,61649
2007-05-25,182.08,183,181.6,183,25450
2007-05-29,183.2,183.48,181.44,182.8,63100
2007-05-30,181.6,186.28,181.6,186.28,18950
2007-05-31,186.36,186.68,185.4,186,45225
2007-06-01,188.48,189.32,187.8,188.04,62625
2007-06-04,189.4,192.16,189.08,192.16,106700
2007-06-05,191.8,192.08,190.52,191.6,3475
2007-06-06,189.4,190.04,187.64,188.2,46275
2007-06-07,188.64,189.08,183.8,183.8,16000
2007-06-08,182.52,184.8,182.52,184.72,78850
2007-06-11,185.64,187.12,185.12,185.92,12025
2007-06-12,185.96,187.84,184.28,185.72,28500
2007-06-13,186.4,189.48,186.32,189.16,18975
2007-06-14,191.4,192.88,191.4,192.8,28300
2007-06-15,195.04,195.04,193.76,194.44,34425
2007-06-18,195.88,196.44,194.64,196.44,26675
2007-06-19,194.28,196.16,193.8,194.84,50700
2007-06-20,195.84,195.84,189.6,189.84,56400
2007-06-21,191.08,193.28,190.24,193.24,28375
2007-06-22,192.04,192.16,188.84,190.52,44900
2007-06-25,189.6,189.6,186.56,187.12,13975
2007-06-26,186.44,186.44,180.28,180.28,55325
2007-06-27,178.8,183.4,177.56,183.2,91800
2007-06-28,184.76,184.76,181.8,182.32,102075
2007-06-29,184.64,185.36,182.8,183.48,8750
2007-07-02,184.04,185.48,183.6,185.48,90775
2007-07-03,186.08,187.56,186.08,187.16,9775
2007-07-05,188.72,188.8,186,187.24,32850
2007-07-06,187.8,189,187.4,187.92,91150
2007-07-09,188.84,191.08,188.84,190.28,45425
2007-07-10,188.72,190.84,188.64,189.04,24975
2007-07-11,188.72,189.56,188,189.24,70350
2007-07-12,191.2,191.2,188.8,190.56,18800
2007-07-13,191.92,192.56,191.72,192.28,11550
2007-07-16,191.88,193.6,187.24,188.32,23675
2007-07-17,191.28,191.64,188.28,188.44,84150
2007-07-18,188.6,192.64,188.48,192.64,71375
2007-07-19,193.2,194.12,192.92,194.12,32975
2007-07-20,193.6,193.76,189.96,191.2,12075
2007-07-23,188.48,188.76,187.84,188.12,14925
2007-07-24,183.2,183.56,179.76,181,68225
2007-07-25,182.6,182.68,177.28,181.88,27024
2007-07-26,179.12,179.36,173.56,177.12,139950
2007-07-27,176.32,178.16,173.04,174.64,253174
2007-07-30,175.68,178.92,175.04,177.56,89725
2007-07-31,180.72,181.36,175.72,175.72,32750
2007-08-01,176.64,179.08,172.28,176.6,70625
2007-08-02,178.16,179.08,173.6,176.64,103650
2007-08-03,178.36,178.36,171.32,171.4,22475
2007-08-06,168.88,171.68,166.16,169.68,156425
2007-08-07,170.56,176.72,170,174.12,99275
2007-08-08,175.12,180.48,174.84,177.6,111175
2007-08-09,174,179.6,173.72,175.28,177775
2007-08-10,171.6,177.04,170.76,176.56,224149
2007-08-13,178.88,179.2,175.56,175.76,80675
2007-08-14,176.32,176.52,172.96,173.04,18800
2007-08-15,175.36,176.32,168.48,168.48,63300
2007-08-16,166,167.48,161.2,167.24,81200
2007-08-17,173,173.84,169.16,172.4,45600
2007-08-20,169.8,171.96,168.04,169.72,35350
2007-08-21,169.44,170,167.04,168.4,55400
2007-08-22,171.24,171.4,168.68,170.48,17550
2007-08-23,170.96,171.04,168.68,170.24,83125
2007-08-24,171.88,173.52,171.24,173.52,24050
2007-08-27,171.64,171.64,170.68,170.8,11725
2007-08-28,169.44,169.6,166.52,166.64,10225
2007-08-29,168.36,171.16,167.52,170.68,5275
2007-08-30,171.36,171.92,169.56,169.92,9650
2007-08-31,172.6,173.44,171.68,172.44,12500
2007-09-04,173.72,178.68,173.68,177.52,4550
2007-09-05,177.68,178.64,176.8,178.4,78050
2007-09-06,180.52,180.64,178.72,179.72,85525
2007-09-07,176.48,177.48,175.2,176.8,23675
2007-09-10,176.88,177.32,172.76,175.92,34775
2007-09-11,176.88,179.36,175.28,179.12,27000
2007-09-12,180.8,183.4,180.8,182.8,120125
2007-09-13,183.2,184.72,182.96,183.08,95050
2007-09-14,182.96,185.2,182.92,184.6,74500
2007-09-17,184.4,185.8,183.36,183.56,84325
2007-09-18,183.04,188.96,182.12,188.24,27924
2007-09-19,191.2,191.6,188.2,189.44,25150
2007-09-20,188.8,189.88,188.76,189.52,27875
2007-09-21,190.48,192,190.48,191.04,26300
2007-09-24,190.48,190.8,188.36,188.52,27050
2007-09-25,186.6,187.28,185.76,187.12,18325
2007-09-26,188.24,189.12,185.04,187.04,27275
2007-09-27,188.12,188.72,187.84,188.52,16575
2007-09-28,188.92,189.44,187.64,188.12,37525
2007-10-01,189.64,191.04,189.08,190.76,17525
2007-10-02,191,192.36,189.56,192,31624
2007-10-03,189.68,192.24,189.4,190.96,42875
2007-10-04,189.52,193.8,189.36,193.6,54600
2007-10-05,193.88,196.32,193.8,195.84,122650
2007-10-08,195.36,196.2,193.64,194.12,48575
2007-10-09,195.64,198.36,194.8,198.36,29424
2007-10-10,197.64,201.2,193.52,193.52,79000
2007-10-11,202.76,205.12,199.52,201.52,71025
2007-10-12,201.52,203.76,201.52,202.8,17275
2007-10-15,205.32,205.92,203.6,205.2,26775
2007-10-16,204.2,205.88,204.2,205.16,54400
2007-10-17,205.84,206.16,202.4,204.32,58025
2007-10-18,203.92,206.2,203.72,206.2,42700
2007-10-19,203.84,204.04,198.52,198.52,39525
2007-10-22,196.12,197.28,193.64,197.28,142875
2007-10-23,197.8,199.04,195.28,197.36,11200
2007-10-24,196.8,200.08,195.72,199.76,57700
2007-10-25,200.04,202.96,199.96,202.56,53975
2007-10-26,206.76,208.04,206.4,208.04,10125
2007-10-29,209.8,210.08,208.04,209.72,32800
2007-10-30,207.56,207.68,204.72,204.8,63100
2007-10-31,207.16,211.64,206.08,211.64,38500
2007-11-01,208.32,211.4,206.68,207.04,55475
2007-11-02,208.4,209.84,206.8,209.32,67100
2007-11-05,205.72,209.28,205.44,208.64,91875
2007-11-06,210.96,213.4,210.4,213.4,43650
2007-11-07,212.76,214.4,208.8,208.8,96100
2007-11-08,210.48,212.48,206.36,209.52,71200
2007-11-09,207.08,208.12,204.48,206,68225
2007-11-12,204.2,204.2,196.48,197.04,126274
2007-11-13,199.52,201,194.76,200.64,89375
2007-11-14,204.76,205.32,201.4,201.88,27350
2007-11-15,201,201.96,195.72,197.56,112000
2007-11-16,198.76,200.92,198.36,200.36,45375
2007-11-19,199.44,200.4,196.56,197.48,66150
2007-11-20,198.64,200.2,196.76,198.52,25550
2007-11-21,196.76,198.36,194.76,194.76,64675
2007-11-23,195.32,198.92,194.96,197.8,2000
2007-11-26,199.96,200,193.32,193.32,41050
2007-11-27,191.08,191.68,187.4,190.64,62100
2007-11-28,192.08,192.44,189.32,192.28,34200
2007-11-29,194.36,195,192.92,193.6,60775
2007-11-30,194.44,194.96,192.68,194.08,27950
2007-12-03,195.36,195.36,193.48,194.24,94775
2007-12-04,192.8,193.52,192.48,192.72,178600
2007-12-05,196.2,197.44,195.76,196.8,20600
2007-12-06,198.08,204,197.6,204,35350
2007-12-07,202.72,202.72,200.88,202.08,3650
2007-12-10,202.52,203.56,202.16,203.12,79900
2007-12-11,205,205.16,198.88,199.48,53450
2007-12-12,204,206.2,203.12,204.52,19275
2007-12-13,204.08,205.16,201.4,203.84,69425
2007-12-14,202.76,203.24,201,201.08,17675
2007-12-17,202,202,197.84,197.84,37175
2007-12-18,201.84,201.88,198.44,200.88,29750
2007-12-19,202.52,203.24,201.24,202.8,42750
2007-12-20,203.2,205.6,202.64,205.6,65900
2007-12-21,206.28,209,206.28,209,14800
2007-12-24,209.64,209.88,209.36,209.48,19450
2007-12-26,209.48,211.52,209.48,210.84,21975
2007-12-27,210.6,210.96,208.48,208.8,15225
2007-12-28,210.32,210.72,209.12,210.28,25950
2007-12-31,207.92,210.44,207.92,208,19050
2008-01-02,211.24,212.4,209.4,211.6,48075
2008-01-03,213.6,214,211.92,212.08,107850
2008-01-04,209.72,210,206,206.2,86775
2008-01-07,207.64,207.64,202.56,204.88,80225
2008-01-08,204.08,208,201.64,201.64,104775
2008-01-09,202.32,204.68,200.08,204.52,135300
2008-01-10,201.8,204.72,200.76,204.32,44450
2008-01-11,203.32,204.92,202,202.44,32075
2008-01-14,205.28,208.36,205.24,207.84,61900
2008-01-15,204.2,204.8,200.56,200.96,105875
2008-01-16,199.8,199.88,192.4,194.6,160900
2008-01-17,194.24,197.64,185.4,186,63625
2008-01-18,186.32,190.04,178.44,187.6,325575
2008-01-22,177.48,184.28,177.48,182.44,73550
2008-01-23,178.32,180.56,169.24,180.56,104700
2008-01-24,183.64,186.72,182.08,186.6,52400
2008-01-25,188.8,189.76,183.2,184.48,38725
2008-01-28,183,187.92,181.44,187.8,111775
2008-01-29,189.64,191.6,189,190.68,63700
2008-01-30,189.8,195.84,189.48,191,173950
2008-01-31,186.88,194.28,186.88,192.16,103150
2008-02-01,193,196.64,192.8,196.36,28200
2008-02-04,196.84,199.04,194.8,198,95825
2008-02-05,192.88,196,190.2,190.6,83525
2008-02-06,191.92,192.04,187.32,187.72,78725
2008-02-07,186.12,191.56,186.12,190.8,150075
2008-02-08,191.72,197.4,191.72,196.92,87225
2008-02-11,198.6,203,196.4,202.96,70825
2008-02-12,202.8,206,200.2,201.76,188200
2008-02-13,204.28,205.88,202.48,205.64,206275
2008-02-14,207.72,207.88,205.16,205.16,138250
2008-02-15,204.2,204.28,199.28,202.72,131200
2008-02-19,208.8,213.4,208.8,213.4,238475
2008-02-20,210.52,215.28,210.4,214.6,99675
2008-02-21,215.4,215.4,208.76,209.12,186850
2008-02-22,211.28,211.8,206.28,211.68,190300
2008-02-25,212.76,219.92,212.4,219.68,105525
2008-02-26,220.4,222.64,216,221.88,154100
2008-02-27,219.2,222.56,217.64,218.52,93150
2008-02-28,220.32,223.96,220.32,223.16,243950
2008-02-29,220.8,221,216.2,217.92,463100
2008-03-03,217.92,222.16,216.2,220.28,185150
2008-03-04,220,220.68,211.96,215.96,98600
2008-03-05,217.96,219.72,216.04,219.72,46125
2008-03-06,220.6,220.6,213.44,213.56,96775
2008-03-07,211.96,214.2,208.12,211.08,48125
2008-03-10,212.96,212.96,207.16,208,93300
2008-03-11,214.16,217.16,210.44,216.76,33300
2008-03-12,216.12,217.64,212.72,213.2,49675
2008-03-13,211.88,219.76,207.24,218.84,89225
2008-03-14,222.4,222.4,211.8,215.08,73700
2008-03-17,212.32,218.6,201.8,205.64,117100
2008-03-18,210.2,213.48,208.56,213.48,82125
2008-03-19,212.24,213.32,200.44,200.44,102525
2008-03-20,199.96,201.4,189.32,200.8,265850
2008-03-24,202.48,208.04,201.72,206.48,23725
2008-03-25,206.52,210.96,206.52,210.12,25625
2008-03-26,210.76,216.56,210.76,215.4,28075
2008-03-27,217.28,217.28,212.72,212.76,19475
2008-03-28,212.52,217.08,212,213.48,33825
2008-03-31,212.28,216.32,211.68,215,77375
2008-04-01,214.32,217.88,212.96,217.88,19725
2008-04-02,219.2,223.6,217.2,222,36075
2008-04-03,222.24,224.04,220.56,221.4,21225
2008-04-04,224.2,226.12,218.2,224.72,35950
2008-04-07,226.96,228.84,224.16,225.2,57700
2008-04-08,227,229.44,226.16,229.44,41125
2008-04-09,230.64,232.32,227.64,228.76,64249
2008-04-10,228.76,229.76,226.16,229.6,32925
2008-04-11,227.8,229.08,225.08,225.52,28000
2008-04-14,225,231.84,225,230.52,42175
2008-04-15,233.68,234,229.28,233.24,39125
2008-04-16,234.24,241.68,234.08,241.68,41225
2008-04-17,242.16,244.32,237.88,239.52,49400
2008-04-18,242.08,245.56,238.52,243.44,34100
2008-04-21,243.64,246.04,242.36,245.44,86150
2008-04-22,245.48,248.96,244.04,244.88,79100
2008-04-23,245.44,245.44,239.92,240.24,45875
2008-04-24,239.08,239.4,233.6,234.8,155200
2008-04-25,236.72,243.12,236.6,242.96,68975
2008-04-28,244,245.64,241.52,242.04,54125
2008-04-29,242.36,242.36,233.84,233.84,65550
2008-04-30,234.08,238.6,233.4,235.56,137200
2008-05-01,235,235,225.2,231.44,69800
2008-05-02,232.44,236.6,232.44,235.48,30224
2008-05-05,235.04,241.76,235.04,241.6,33500
2008-05-06,239.6,251.16,239.6,250.6,89175
2008-05-07,252.56,253.48,248.44,248.76,87700
2008-05-08,250.04,252.76,248.24,252.76,42100
2008-05-09,253,253.08,247.6,250.08,35400
2008-05-12,249.8,251.04,247.48,250.4,177100
2008-05-13,251.56,255.44,248.68,254.84,31024
2008-05-14,256.12,256.68,251.92,252.08,109625
2008-05-15,255,255.24,248.4,253.52,156200
2008-05-16,255.28,259.64,255.28,259.64,49600
2008-05-19,259.6,266.48,259.6,264.12,158600
2008-05-20,262.24,270.04,262.24,269.36,126200
2008-05-21,270.28,272.24,264.24,264.28,766425
2008-05-22,264.6,269,261.04,261.8,573975
2008-05-23,264.96,265.4,254.88,258.24,80275
2008-05-27,262.88,262.88,254.24,255.52,522675
2008-05-28,254.08,260.2,252.28,260.2,846700
2008-05-29,259.4,259.4,251.04,251.96,283425
2008-05-30,252.04,260.88,252.04,259.08,345325
2008-06-02,261.2,269.84,259.72,267.76,208225
2008-06-03,269.12,271.8,264,266.32,264625
2008-06-04,265.96,265.96,258,259.44,492649
2008-06-05,259.2,273.4,259.2,273.4,593700
2008-06-06,277.68,280.16,271.16,271.68,199875
2008-06-09,271.48,280.04,271.48,278.96,174575
2008-06-10,279.04,280,265.68,270.68,348925
2008-06-11,272.8,276.04,270.04,275.04,291250
2008-06-12,274.64,274.64,266.76,268.92,185100
2008-06-13,270.12,271.6,266.72,269.68,339350
2008-06-16,273.72,275.44,272.32,273.8,103125
2008-06-17,276.72,283.8,274.96,283.52,87225
2008-06-18,284.08,284.08,278.08,283.88,134825
2008-06-19,285.64,286.64,274.96,276.6,165850
2008-06-20,277.68,280.08,272.72,275.24,120874
2008-06-23,276.4,285.52,275.12,285.52,44025
2008-06-24,283.2,286.28,276.44,276.68,72375
2008-06-25,276,276,267.16,273.36,127775
2008-06-26,274.68,276.24,266,270.92,127274
2008-06-27,270.92,275.48,270.64,274.2,85300
2008-06-30,277.84,281.56,277.04,281.12,69400
2008-07-01,279.16,284.24,277.92,284.24,144900
2008-07-02,287.4,292.16,274,276.08,760400
2008-07-03,279.96,279.96,261.52,267.72,327625
2008-07-07,264.88,267.96,253.64,258.4,303975
2008-07-08,254.16,254.16,241.08,252.28,358975
2008-07-09,254.12,259.12,244.96,247.12,384775
2008-07-10,245.76,258.08,244.36,258.08,201200
2008-07-11,261.36,262.72,251.64,258.2,119925
2008-07-14,263.6,263.6,255.08,259.8,317500
2008-07-15,259.08,259.16,248.24,248.44,141750
2008-07-16,246,249.64,237.28,242.68,411850
2008-07-17,244.16,244.84,225.24,230.96,621725
2008-07-18,230.28,237.44,228.84,232.96,395275
2008-07-21,233.08,243.2,230.32,243.2,232050
2008-07-22,240.56,240.68,227.68,230.08,293025
2008-07-23,228.04,228.48,215.28,217.48,456450
2008-07-24,218,220.6,206.48,215.6,892575
2008-07-25,216.48,221.48,213.96,214.12,551850
2008-07-28,215.4,222,214,216.88,582325
2008-07-29,218,218,207.8,212.16,840775
2008-07-30,212,227.84,209.84,227.84,717300
2008-07-31,224.68,227.28,216.24,216.32,790175
2008-08-01,216,221.72,215.08,218.52,438575
2008-08-04,215.08,218.32,199.8,202.4,820800
2008-08-05,200,204.88,196.6,204.8,520975
2008-08-06,202.12,211.84,202.12,211.84,518974
2008-08-07,213.84,216.2,206.08,207.84,697375
2008-08-08,203.16,206.24,200.12,205.4,230750
2008-08-11,206.44,206.88,198.2,205.2,355225
2008-08-12,206,208.16,203.8,206.8,403300
2008-08-13,206.8,221.44,204.36,215.04,1028825
2008-08-14,214.24,214.84,206.68,212,1359800
2008-08-15,212.04,212.04,203.4,207.24,602425
2008-08-18,209.64,209.8,200,203.2,171875
2008-08-19,202.76,210.12,198.88,210.12,976700
2008-08-20,211.92,218.72,209.84,217.96,1034850
2008-08-21,219.88,223.48,218.28,221.32,510325
2008-08-22,219.72,219.72,210.12,216,771375
2008-08-25,214.92,217.28,210.36,212.92,177325
2008-08-26,214.16,222,214.16,219.68,150975
